Year,Measure,measureSubcategory,Demographic,DemographicBreakdown,OrganisationBreakdown,Datasource,OrgID,OrgName,MHSDS_Count,Total_Count,CrudeRate
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,60,60,80.5
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,130,130,101.1
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,45,45,53.3
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,80,80,62.9
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,40,40,60.3
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,120,120,59.1
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",25,25,45.5
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,135,135,65.1
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,100,100,58.1
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",60,60,44.1
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,50,50,46
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,35,35,44.8
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,75,75,35.3
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,150,150,82
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,15,15,29.8
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,70,70,74.2
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,10,10,41.2
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",100,100,41.3
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,30,30,50.4
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,20,20,18.9
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",55,55,59.9
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,35,35,45.6
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,105,105,60
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,80,80,40.7
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,55,55,50.5
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,80,80,54.4
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,115,115,50.5
2023/24,All detentions,All,IMD,03 Less deprived,ICB,MHSDS,UNKNOWN,UNKNOWN,15,15,NULL
2023/24,All detentions,All,IMD,04 Less deprived,All submissions,MHSDS,All prov,All providers,3178,3178,60
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,100,100,58.1
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,55,55,52.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,40,40,45.5
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,75,75,56.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",60,60,58.6
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,30,30,64
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,155,155,70.9
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,50,50,54.6
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,105,105,92.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,60,60,44
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,40,40,48.1
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",55,55,44.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,100,100,77.9
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,85,85,38.3
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,95,95,61.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,75,75,73.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,125,125,109.8
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,70,70,71.8
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,80,80,65.9
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,20,20,29.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,100,100,51.5
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",40,40,68.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,130,130,70.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,135,135,64.8
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",50,50,52.1
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30,30,37.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,35,35,48.7
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,75,75,42.3
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,200,200,103.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,20,20,26.1
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,60,60,66.4
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,25,25,46.1
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",105,105,56.9
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,35,35,52.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,30,30,34.5
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",65,65,53.1
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,60,60,52
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,160,160,81
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,110,110,52.8
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,50,50,47.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,60,60,52.8
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,115,115,61.2
2023/24,All detentions,All,IMD,04 Less deprived,ICB,MHSDS,UNKNOWN,UNKNOWN,10,10,NULL
2023/24,All detentions,All,IMD,05 Less deprived,All submissions,MHSDS,All prov,All providers,3993,3993,74.4
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,95,95,71.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,75,75,61.9
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,50,50,56.8
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,55,55,53.3
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",40,40,54.4
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,45,45,67
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,160,160,79.9
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,65,65,70.1
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,120,120,69.8
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,85,85,52.1
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,55,55,59.2
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",80,80,94.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,190,190,120
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,70,70,37.4
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,130,130,73.8
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,165,165,105.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,205,205,126.5
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,90,90,59.1
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,100,100,74.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,25,25,42.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,155,155,68.9
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",50,50,85.2
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,155,155,89.7
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,145,145,81.9
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",55,55,52.1
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,50,50,68.1
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,50,50,61.5
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,95,95,64.4
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,315,315,118.5
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,25,25,25.9
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,80,80,70
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,50,50,66.3
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",115,115,78.5
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,40,40,60.7
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,45,45,49
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",45,45,60.1
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,70,70,65.2
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,175,175,107.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,130,130,69.5
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,75,75,66.6
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,55,55,68.5
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,115,115,67.9
2023/24,All detentions,All,IMD,05 Less deprived,ICB,MHSDS,UNKNOWN,UNKNOWN,10,10,NULL
2023/24,All detentions,All,IMD,06 More deprived,All submissions,MHSDS,All prov,All providers,4564,4564,84
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,100,100,74.8
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,80,80,70.3
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,65,65,47.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,110,110,82.3
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",80,80,85.3
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,100,100,90.1
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,175,175,71.4
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,105,105,84.1
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,85,85,75
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,75,75,47.5
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,20,20,30.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",85,85,90.9
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,230,230,108.2
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,125,125,55.6
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,195,195,120.4
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,250,250,131.5
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,225,225,179.4
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,105,105,65.1
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,75,75,81.4
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,35,35,49.2
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,165,165,90.2
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",30,30,47
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,185,185,90.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,105,105,78.3
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",55,55,62.9
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,45,45,85.8
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,35,35,70.3
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,125,125,74.8
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,435,435,138.2
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,30,30,32.6
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,75,75,82.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,50,50,55.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",75,75,80.3
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,65,65,69.9
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,40,40,41.5
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",85,85,111.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,50,50,51.5
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,185,185,124.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,150,150,73.4
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,65,65,69
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,55,55,85.7
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,120,120,67.1
2023/24,All detentions,All,IMD,06 More deprived,ICB,MHSDS,UNKNOWN,UNKNOWN,20,20,NULL
2023/24,All detentions,All,IMD,07 More deprived,All submissions,MHSDS,All prov,All providers,5477,5477,100.1
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,160,160,99.9
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,80,80,71.8
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,45,45,66.7
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,95,95,89.9
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",80,80,89.2
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,125,125,97.5
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,310,310,103.2
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,65,65,71.6
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,85,85,90.5
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,120,120,75.2
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,75,75,74.1
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",70,70,85.6
2023/24,All detentions,All,IMD,07 More deprived,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,460,460,174.1
